;id;reviewer;review;rating;date;author_location;review_count;review_votes;gender;age;review_id;produkt_id;session_date;session_time
417;418;FRANK28325;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Ein frischer und langanhaltenden Duft der charismatisch wirkt;5;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;418;58;2024-08-07;18:17:40.227747
418;419;94Dany5;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Ein Duft wie frisch aus der Dusche kann perfekt im Büro getragen werden. Die Halbarkeit ist ausbahfähig jedoch für die Preiskategorie ausreichend. Kann den Duft für jeden Weiterempfehlen der auf der Suche nach einem günstigen Büroduft ist.;5;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;419;58;2024-08-07;18:17:40.227747
419;420;ChrisGT9;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Ich bin von diesem Duft sehr begeistert.Das Parfum riecht sehr gut, mit einer angenehm frischen Note, die sich auch lange hält.Dabei ist es aber nicht zu aufdringlich, sodass man es wirklich überall tragen kann.Die Flasche hat ein schönes handliches Design, allerdings finde ich geht der Deckel etwas zu schwer auf, die Flasche hätte beim Versuch sie zu öffnen, schon fast zwei mal einen Freiflug gewonnen...Trotzdem kann ich dieses Parfum nur empfehlen, da es einfach Klasse riecht.;5;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;420;58;2024-08-07;18:17:40.227747
420;421;Wolfgang3;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Der intensive Duft nach Pfefferminz gefällt mir sehr gut. Passt zu jedem Anlass und ist nicht zu aufdringlich.Der Flakon hat ein schönes Design. Und passt farblich perfekt zum Duft.Ich bin sehr zufrieden mit dem Duft und werde ihn weiterhin benutzen;5;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;421;58;2024-08-07;18:17:40.227747
421;422;Tobi1721;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Bei diesem Parfüm handelt es sich um eins, welches vom Preis her sehr niedrig angesiedelt ist. Dies bedeutet jedoch nicht, dass da Parfüm schlecht ist. Es dufter angenehm sportlich und hält ein paar Stunden an, hier hatte ich zwar bereits Parfüms die deutlich länger gehalten haben, aber für den Preis wiederum ist es in Ordnung, Ein guter intensiver Duft, welcher aber zugleich nicht zu aufdringlich ist.;4;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;422;58;2024-08-07;18:17:40.227747
422;423;H20209;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Der Adidas Duft riecht sehr angenehm sportlich und ist ein alltagstauglicher Duft. Der Duft ist leider nicht einzigartig, da ich finde das sämtliche Düfte so riechen. Leider hält dieser auch nicht lange;3;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;423;58;2024-08-07;18:17:40.227747
423;424;Sscha5;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Der Duft ist sehr angenehm zu tragen . Auch hält er sehr lange an ich bin zufrieden mit diesem Parfum;5;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;424;58;2024-08-07;18:17:40.227747
424;425;Sudinator10;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Ich bin überrascht von diesem Duft.Das Parfüm gehört absolut in Zukunft zu meinen Lieblings Düften und ich möchte es nicht mehr missen.Ixh habe schon viele Düfte in der Vergangenheit gehabt.;5;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;425;58;2024-08-07;18:17:40.227747
425;426;David10;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Das Adidas Ice Dive Eau de Parfum hat mich durch seinen erfrischenden Duft bereits nach der ersten Anwendung überzeugt. Der Duft ist intensiv aber gleichzeitig nicht aufdringlich - etwas, das mir bei einem Parfum sehr wichtig ist. Der Flakon ist gut verarbeitet und macht einen hochwertigen Eindruck.Insgesamt kann ich nur meine Empfehlung aussprechen.;5;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;426;58;2024-08-07;18:17:40.227747
426;427;Tobi12037;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Ich konnte das Parfüm jetzt eine Woche testen. Am Anfang dachte ich, dass es doch insgesamt relativ streng sei, das verfliegt aber nach wenigen Minuten und hat dann eine milde und angenehme frische, jedoch verfliegt auch diese innerhalb von circa 2 Stunden. Der Geruch ist somit leider nicht besonders langanhaltend. Da es sich um ein günstigeres Exemplar handelt, ist es somit aber perfekt für die Arbeit. Im rein privaten Gebrauch wäre es mir zu kurzlebig, da ich mich doch immer daran erfreue, dass Leute den ganzen Abend immer mal wieder meinen Geruch abbekommen und diesen genießen. Eine Kaufempfehlung ist es somit für mich persönlich nicht.;2;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;427;58;2024-08-07;18:17:40.227747
427;428;DasLebenindi6;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Das ICE Dive  Intense ( rau de Parfum) von Adidas ist sehr erfrischend und hinterlässt eine coole Duftnote.Ich habe mich mit diesem Parfum frisch geduscht gefühlt.Der Duft ist dezent frisch und bezaubert auch meine Freundin.Am Körper hat der Duft ca. einen halben Tag gehalten und dann wurde er schwächer.Empfehlen kann ich es jedem Mann der eine gewisse frische und kühle mag. Es riecht absolut nicht nach Toilettenstein, was mich sehr beeindruckt. Einfach ausprobieren und das coole und entspannte genießen.;4;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;428;58;2024-08-07;18:17:40.227747
428;429;stefano24610;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] obwohl es wirklich kein berühmter Markenname ist, aber es wurde meine Meinung geändert. Wirklich langanhaltend auf meiner Haut, mindestens 8 Stunden. Ich frage mich, warum dieses Parfüm so absolut erstaunlich ist. Sehr bequem, Anzug für Frühling und Sommer. Ich werde dieses meinen Freunden vorstellen;5;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;429;58;2024-08-07;18:17:40.227747
429;430;ReviewSteff10;"[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Den Duft selbst finde ich sehr erfrischend und er hat einen stark aquatischen Charakter. Das angegebene Motiv ""Ice Dive"" finde ich daher passend. Den Duft würde ich als gewöhnlich einstufen, da ich das Gefühl hatte diesen bereits zu kennen und ich das so öfters mal in Männerumkleiden rieche. Nicht ganz erfüllt finde ich die Angabe ""Intense"", da ich das Parfüm (im Vergleich zu anderen Markenparfümen wie z. B. von Lacoste) eher als leicht bzw. dezent in der Intensität einstufen würde. Auch stört mich etwas, dass der Duft nicht gerade lange anhält (nur ein paar Stunden). Aber in Bezug auf das Preis-Leistungsverhältnis passt es dann wieder.";4;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;430;58;2024-08-07;18:17:40.227747
430;431;hypetobs3;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Ich finde, dass die adidas Parfüm-Varianten immer toll und ansprechend sind. Der Duft ist sehr gut, sportlich und ist für einen Mann perfekt. Das Produkt würde ich jederzeit weiterempfehlen!;5;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;431;58;2024-08-07;18:17:40.227747
431;432;badpink15103;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Der Geruch und die Farbe sind angenehm. Der Geruch ist lang anhaltend auf der Kleidung. Macht keine Flecken. Das Produkt kam in der Box, war aber nicht ordentlich verpackt.;4;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;432;58;2024-08-07;18:17:40.227747
432;433;Paul5;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Ich bin insgesamt zufrieden mit dem Parfüm. Der Duft ist nicht zu penetrant, er hat eine angenehme Frische und versprüht sportliches Flair. Einzig die Langlebigkeit des Duftes bemängel ich. Der Duft verfliegt sehr schnell und ist deshalb nicht so lange haltbar wie andere Düfte.;4;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;433;58;2024-08-07;18:17:40.227747
433;434;cem984;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Der Duft ist deutlich intensiver als das normale Ice Dive Parfum und gefällt mir daher deutlich besser. Für einen „Adidas“ Duft ein sehr starker Release. Für einen Fitness oder Sommerduft sehr sehr nice.;5;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;434;58;2024-08-07;18:17:40.227747
434;435;Marekv2;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Zu allererst wollte ich mich bedanken für mein ersten Produkttest.Ich muss sagen das Preis-Leistungsverhältnis ist sehr gut, vorallem da es einen erfrischt wenn man vom Sport auf dem Weg nach Hause ist.Die Duftnote dieses Parfums ist erfrischend und langanhaltend.;5;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;435;58;2024-08-07;18:17:40.227747
435;436;Pavi273;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Das o.g. Parfüm hat einen sehr angenehmen Duft, welches auch nach paar Stunden einen tollen Duft bietet.Die Verpackung ist auch nicht mit viel Text beschriftet und demnach ansprechend. Ich würde das Parfüm meinen Freunden weiterempfehlen.;5;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;436;58;2024-08-07;18:17:40.227747
436;437;Moe23038;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] An sich riecht es gut, allerdings finde ich, ist es eher etwas für Jugendliche. Ich würde es mir in meinem Alter nicht holen.;4;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;437;58;2024-08-07;18:17:40.227747
437;438;Dennis6;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Ein sehr ansprechender Duft für den Alltag.Er hat das maskuline eines Aftershaves, aber das frische beinahe schon süßliche von einem Alltagsduft für Büro, Schule,aber auch ein Lunch-Date.Man merkt dass die Konzentration beim Parfum stärker ist als beim eau de toilette,das Parfum hält also recht lang.Alles zusammen sehr empfehlenswert, gerne wieder !;5;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;438;58;2024-08-07;18:17:40.227747
438;439;McS22018;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Das Adidas Ice Dive EdP ist ein erfrischendes Parfum, dass sportlich riecht und sehr langanhaltend ist.;4;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;439;58;2024-08-07;18:17:40.227747
439;440;9danna24;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Durfte diesen Duft testen. Das Parfüm riecht sehr frisch mit einem leichten Hauch Sandelholz, was ich sehr mag. Es ist ein Duft, der mich sehr an meine Teenie-Zeit erinnert. Für sommerliche Tage ein guter Duft jst die Haltbarkeit nicht besonders lang. Hält auf meiner Haut ca. 2 Stunden. Ist bei frischen Düften aber bei mir normal.Alles in allem ein guter, frischer Duft für den Alltag.;4;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;440;58;2024-08-07;18:17:40.227747
440;441;Timas554;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Der Flakon wirkt recht männlich und das Logo ist gut sichtbar. Der Zerstäuber verteilt das Duftwasser schön gleichmäßig auf der Haut. Der Duft selber ist recht markant und frisch. Die Pfefferminze und die Grapefruit nimmt man sofort wahr, was die Kopfnote darstellt. Die Herznote ist recht süßlich und besteht aus Geranien und Lavendel. Die Basisnote bildet hier Zedernholz, was bekanntlich ein klassischer Männerduft ist. Die Haltbarkeit ist durchschnittlich, man nimmt nach vielen Stunden wirklich noch einen Hauch davon wahr. Ich würde ihn als einen zeitlosen Duft einordnen, der gut zu jedem Alter passt und perfekt für den Alltag geeignet ist. Danke und gerne immer wieder.;5;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;441;58;2024-08-07;18:17:40.227747
441;442;Momo914;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Das Parfum ist Geruchstechnisch genau mein Fall. Daher habe es grundsätzlich die volle Punktzahl. Leider ein Stern Abzug, da der Gerücht doch Recht schnell verfliegt;4;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;442;58;2024-08-07;18:17:40.227747
442;443;DucHoa1;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Ich finde dieses Problem top. Es riecht ziemlich gut obwohl es hält nicht so lange aber es ist mir problemlos. ich würde sehr gerne weiter empfehlen. Vielen Dank für das Produkt. Top top top;4;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;443;58;2024-08-07;18:17:40.227747
443;444;Henning2;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Ich habe das Eau de Parfum nun eine Weile ausprobiert.Die Haltbarkeit nach dem auftragen ist gut.Mir persönlich sagt der Duft allerdings nicht so zu aber das ist ja Geschmackssache.;4;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;444;58;2024-08-07;18:17:40.227747
444;445;Pascal136;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Das Parfüm ist sehr dezent und lang anhaltend, es ist ein sehr frischer jugendlicher Duft. Optimal für den Alltag geeignet;4;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;445;58;2024-08-07;18:17:40.227747
445;446;Benny897;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Ich bin begeistert von dem Duft würde mir das immer wieder holen langanhaltender Duft;5;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;446;58;2024-08-07;18:17:40.227747
446;447;Ben19938;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Erfrischendes Parfüm, für jeden Anlass. Innovative Verpackung. Mega tolles Produkt.;5;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;447;58;2024-08-07;18:17:40.227747
447;448;Madstylak6;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Das Adidas Ice Dive Eau de Parfum würde ich als erfrischend und belebend beschreiben, mit einem angenehmen Duft, der nicht zu aufdringlich ist. Es enthält Noten von Minze, Lavendel und Bergamotte die zusammen eine frische, saubere und sportliche Atmosphäre erzeugen.Die Haltbarkeit des Duftes ist wirklich hoch was bedeutet, dass man auch am nächsten Tag noch gut riecht.Zusammenfassend kann das Adidas Ice Dive Eau de Parfum eine gute Wahl für Männer sein, die einen frischen und sportlichen Duft suchen, der nicht zu schwer oder überwältigend ist.;4;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;448;58;2024-08-07;18:17:40.227747
448;449;Artur1303;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Ich war so fasziniert von diesem Süß frischem Duft. Zu diesem Parfüm habe ich auch zahlreiche Komplimente bekommen und hab dieses Parfüm anderen weiterempfohlen.;5;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;449;58;2024-08-07;18:17:40.227747
449;450;Heito4;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Der Adidas Duft riecht sehr sportlich frisch und hat eine langanhaltende Note. Er eignet sich hervorragend für den Alltag oder nach einer ausgiebigen Sportsession, um wieder ein frisches Gefühl zu bekommen. Das alles erhält man für einen unschlagbaren Preis. Sehr selten ein EdP für Herren in dieser Preisklasse!;4;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;450;58;2024-08-07;18:17:40.227747
450;451;Martiniii7;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Der Duft ist erfrischend und sportlich, beim öffnen kam ein angenehmer Duft einem entgegen, auch meine Frau fand den Duft erfrischend und nicht aufdringlich.Des weiteren ein guter alltagsparfüm, jedoch leider nicht so lang anhaltend, diesbezüglich der eine Stern Abzug, nichtsdestotrotz kann ich diesen Duft empfehlen.;4;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;451;58;2024-08-07;18:17:40.227747
451;452;Lucahcr3;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Als ich das Produkt erhalten habe, hab ich mich erstmal gefreut das es eine kleine und handliche Flasche ist, da ich oft unterwegs bin kann ich nur sagen hat es dir perfekte Reise größe. Jetzt aber zum Duft, meiner Meinung nach mein neuer lieblings Duft er richt sehr frisch und ist langanhaltend, d.h morgens 2-3 sprays die man dann auch noch am Abend wahrnehmen kann. Von Freunden wurde ich ebenfalls auf diesen Duft angesprochen und konnte ihn auch mit guten Herzen weiterempfehlen. Ebenfalls ist meiner Meinung nach das Preisliche ein super Angebot. Ich bedanke mich herzlich bei dem Hometester Team damit ich dieses Produkt für euch testen dürfte. MfG Luca;4;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;452;58;2024-08-07;18:17:40.227747
452;453;MP426;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Ein Parfüm das für jedermann gemacht ist. Sehr frischer Duft der eine sportliche Nuance mit sich trägt, typisch Adidas eben. Es riecht logischerweise 1zu1 wie das Deo. Die anhaltende Länge ist bei diesem Parfum natürlich nicht wirklich gegeben. Es schwächt stark ab nach 3-4std & man riecht es nur noch sehr schlecht in der Sillage. An sich muss man aber hier stark beachten dass dieses Produkt für jeden Geldbeutel gemacht ist. Mit einem Preis von unter 10€ kann man absolut keine Parfümeriequalität erwarten & genau hier finde ich dass sich das Adidas Parfum sehr gut in Szene sind. 1 Punkt Abzug gibt es trotzdem da das Flakon seit Jahrzehnten gleich aussieht & mir die Dauer des Geruchs doch zu wenig vorkommt.;4;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;453;58;2024-08-07;18:17:40.227747
453;454;PianoSama10;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Ich trage normalerweise jeden Tag Parfums und habe auch so ziemlich immer die Selbe Ware bei mir stehen.  Als ich diesen Test sah, dachte ich mir komm wieso nicht, man weiß ja nie und ich muss sagen.... ein extrem gut riechendes Parfum! Es duftet nicht allzu streng, ist sportlich und eine frische die ich so kaum bis jetzt nicht riechen durfte. Also optimal für Männer,  die etwas sportlicher riechen wollen. Ich persönliche werde mir höchstwahrscheinlich dieses Produkt nochmal kaufen! Wenn dann sogar in größer (falls vorhanden). Klare Empfehlung!;5;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;454;58;2024-08-07;18:17:40.227747
454;455;Battel8;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Frisch und Minzig aber hält nur ca 3std,  für den Alltag aber voll in ordnung. ehr was für den Sommer oder für zuhause.;3;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;455;58;2024-08-07;18:17:40.227747
455;456;MouBo8;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Normalerweise erwartet man einen vernünftigen und anständig riechenden Duft. Aber dieses Produkt ist unerwartet gut. Adidas Ice Dive Eau de Parfum überzeugt durch seine Zitrusnoten, welche nicht ins kitschige fallen. Es besitzt m.M.n. eine leicht herbe Note, was mir außerordentlich gefällt. Es kann ganz klar mit höherpreisigen Düften mithalten und muss sich mitnichten verstecken. Bravo!;4;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;456;58;2024-08-07;18:17:40.227747
456;457;Kaijo8;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Ich fand es ist ein sehr guter Duft und nicht zu penetrant.;4;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;457;58;2024-08-07;18:17:40.227747
457;458;Basti10;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Es riecht gut, das Flaschen Design ist jetzt nicht wirklich ansprechend. Macht aber dennoch einen soliden gesamt Eindruck;4;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;458;58;2024-08-07;18:17:40.227747
458;459;Jazzman19907;Das Hugo Boss Parfüm gehört zu den Top 3 Parfüme von meinem Mann. Es riecht sehr männlich/maskulin. Der Duft hält sehr lange an (dafür benötigt man nur wenige Sprüher) und wird nie langweilig.;5;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;459;60;2024-08-07;18:17:40.227747
459;460;Benson9;Guter Begleiter in jeder Jahreszeit und zu jedem Anlass. Eindeutig für den Mann, entwickelt sich aber zu einen warmen und würzigen Duft mit leichter Süße. Benutze ich sehr gern auch im Büro, sowie am Abend in der Bar.;4;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;460;60;2024-08-07;18:17:40.227747
460;461;Tonie7;Ich habe den Duft ein Mal gerochen und mich sofort verliebt;5;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;461;60;2024-08-07;18:17:40.227747
461;462;Irina4;Ich habe das Parfum bei einer Freundin ausprobiert, wow, dieser Duft ist voll meins;5;vor einem Jahr;Germany;1;0;Unbekannt;Unbekannt;462;60;2024-08-07;18:17:40.227747
462;463;SvenjaH4;Ein toller lang anhaltender Duft. Ich hab es meinem Mann geschenkt und auch er war total begeistert.;5;vor 2 Jahren;Germany;1;0;Unbekannt;Unbekannt;463;60;2024-08-07;18:17:40.227747
463;464;Domi869;Ein sehr angenehmer und gut riechender Duft. Ich liebe ihn. Er ist nicht zu aufdringlich aber dennoch auffällig. Die Marke Boss hält hier wieder einmal was sie verspricht. Absolute Kaufempfehlung meinerseits.;5;vor 4 Jahren;Germany;1;0;Unbekannt;Unbekannt;464;60;2024-08-07;18:17:40.227747
464;465;Nicole1208948;Es gibt beeindruckendere Düfte, das heißt allerdings nicht, dass es kein gutes Produkt ist. Duft ist dennoch in Ordnung;4;vor 4 Jahren;Germany;1;0;Unbekannt;Unbekannt;465;60;2024-08-07;18:17:40.227747
465;466;junior5;Ich finde den Duft sehr angenehm, nutze ich schon zeit Jahren Joop dufte, ist sehr gut angekommen;4;vor 4 Jahren;Germany;1;0;Unbekannt;Unbekannt;466;60;2024-08-07;18:17:40.227747
466;467;Schnee819;Das ist das Beste Männer Parfüm was ich kenne . Der Duft ist so verführerisch und erotisch, nicht zu stark oder aufdringlich . Einfach Perfekt wer also einen sehr heißen Duft für seinen Partner sucht muss den hier unbedingt austesten.;5;vor 4 Jahren;Germany;1;0;Unbekannt;Unbekannt;467;60;2024-08-07;18:17:40.227747
467;468;Drago679;Toller Duft, hält lange an und ist sehr sinnlich. Nicht aufdringlich, kann sowohl am Tag als auch als Abend zum ausgehen getragen werden. Das Parfümist wirklich empfehlenswert.;5;vor 4 Jahren;Germany;1;0;Unbekannt;Unbekannt;468;60;2024-08-07;18:17:40.227747
468;469;Olli171859;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Lang anhaltenden Geruch , ideal für nette Abende zu zweit !;5;vor 6 Jahren;Germany;1;0;Unbekannt;Unbekannt;469;60;2024-08-07;18:17:40.227747
469;470;Mikebln6;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Bose The Scent for Him EDT erfüllt den Trend der Zeit und ist einfach perfekt;5;vor 6 Jahren;Germany;1;0;Unbekannt;Unbekannt;470;60;2024-08-07;18:17:40.227747
470;471;Tte714;[Diese Bewertung wurde nach Erhalt eines Anreizes (Gutschein, Rabatt, kostenlose Probe, Gewinnspiel, Wettbewerb mit Verlosung, etc.) eingereicht.] Boss hat wirklich schon beesere Produkte produziert ! Aber es ist trotzdem kein schlechtes Produkt ...Mfg;3;vor 6 Jahren;Germany;1;0;Unbekannt;Unbekannt;471;60;2024-08-07;18:17:40.227747
